LOOP,Tipo,Longitud,Nodos,Codigos,Bloque,ListaNodos
B697EX,Balancing (-),5,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → SEGURIDAD Y PRIVACIDAD DE LOS DATOS → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , OD004 , GOB004 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'SEGURIDAD Y PRIVACIDAD DE LOS DATOS', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
R698EX,Reinforcing (+),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → SEGURIDAD Y PRIVACIDAD DE LOS DATOS → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , OD004 , GOB004 , EC030 , EC031 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'SEGURIDAD Y PRIVACIDAD DE LOS DATOS', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
B699EX,Balancing (-),5,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → TRAZABILIDAD DE LOS DATOS → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , OD005 , GOB004 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'TRAZABILIDAD DE LOS DATOS', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
R700EX,Reinforcing (+),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → TRAZABILIDAD DE LOS DATOS → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , OD005 , GOB004 , EC030 , EC031 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'TRAZABILIDAD DE LOS DATOS', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
R701EX,Reinforcing (+),7,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → HÁBITOS DE CONSUMO RESPONSABLE DE AGUA → CONSUMO DE AGUA DOMÉSTICO → COSTE DEL ABASTECIMIENTO DOMÉSTICO → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , OD015 , AG027 , AG004 , AG032 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'HÁBITOS DE CONSUMO RESPONSABLE DE AGUA', 'CONSUMO DE AGUA DOMÉSTICO', 'COSTE DEL ABASTECIMIENTO DOMÉSTICO', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
B702EX,Balancing (-),6,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → HÁBITOS DE CONSUMO RESPONSABLE DE AGUA → CONSUMO DE AGUA DOMÉSTICO → COSTE DEL ABASTECIMIENTO DOMÉSTICO,"EC026 , GOB005 , OD015 , AG027 , AG004 , AG032",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'HÁBITOS DE CONSUMO RESPONSABLE DE AGUA', 'CONSUMO DE AGUA DOMÉSTICO', 'COSTE DEL ABASTECIMIENTO DOMÉSTICO']"
B703EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → HÁBITOS DE CONSUMO RESPONSABLE DE AGUA → CONSUMO DE AGUA DOMÉSTICO → CONSUMO TOTAL DE AGUA → AGUA DISPONIBLE PARA CONSUMO → COSTE DEL ABASTECIMIENTO DOMÉSTICO,"EC026 , GOB005 , OD015 , AG027 , AG004 , AG005 , AG006 , AG032",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'HÁBITOS DE CONSUMO RESPONSABLE DE AGUA', 'CONSUMO DE AGUA DOMÉSTICO', 'CONSUMO TOTAL DE AGUA', 'AGUA DISPONIBLE PARA CONSUMO', 'COSTE DEL ABASTECIMIENTO DOMÉSTICO']"
B704EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → HÁBITOS DE CONSUMO RESPONSABLE DE AGUA → CONSUMO DE AGUA DOMÉSTICO → GASTO EN BIENES DE PRIMERA NECESIDAD → GASTO POR PERSONA → CONSUMO,"EC026 , GOB005 , OD015 , AG027 , AG004 , EC116 , EC037 , EC036",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'HÁBITOS DE CONSUMO RESPONSABLE DE AGUA', 'CONSUMO DE AGUA DOMÉSTICO', 'GASTO EN BIENES DE PRIMERA NECESIDAD', 'GASTO POR PERSONA', 'CONSUMO']"
B705EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → HÁBITOS DE CONSUMO RESPONSABLE DE COMBUSTIBLES → CONSUMO FINAL DE COMBUSTIBLES → GASTO EN BIENES DE PRIMERA NECESIDAD → GASTO POR PERSONA → CONSUMO,"EC026 , GOB005 , OD015 , EN053 , EN011 , EC116 , EC037 , EC036",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'HÁBITOS DE CONSUMO RESPONSABLE DE COMBUSTIBLES', 'CONSUMO FINAL DE COMBUSTIBLES', 'GASTO EN BIENES DE PRIMERA NECESIDAD', 'GASTO POR PERSONA', 'CONSUMO']"
B706EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN → RACISMO Y XENOFOBIA → DESIGUALDADES ESPACIALES → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , OD015 , GOB055 , DES044 , DES002 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN', 'RACISMO Y XENOFOBIA', 'DESIGUALDADES ESPACIALES', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
B707EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN → CONCIENCIA SOCIAL → DESIGUALDADES ESPACIALES → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , OD015 , GOB055 , DES039 , DES002 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN', 'CONCIENCIA SOCIAL', 'DESIGUALDADES ESPACIALES', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
R708EX,Reinforcing (+),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN → DESIGUALDADES INTERSECCIONALES → DESIGUALDADES ESPACIALES → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , OD015 , GOB055 , DI001 , DES002 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN', 'DESIGUALDADES INTERSECCIONALES', 'DESIGUALDADES ESPACIALES', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
R709EX,Reinforcing (+),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN → DESIGUALDADES INTERSECCIONALES → DESIGUALDADES EN MOVILIDAD → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , OD015 , GOB055 , DI001 , DES007 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN', 'DESIGUALDADES INTERSECCIONALES', 'DESIGUALDADES EN MOVILIDAD', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
R710EX,Reinforcing (+),6,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD → REGENERACIÓN Y REHABILITACIÓN → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , GOB009 , MC011 , MC034 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD', 'REGENERACIÓN Y REHABILITACIÓN', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
B711EX,Balancing (-),7,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD → REGENERACIÓN Y REHABILITACIÓN → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB009 , MC011 , MC034 , MC070 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD', 'REGENERACIÓN Y REHABILITACIÓN', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
R712EX,Reinforcing (+),6,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD → PRIVATIZACIÓN DEL PATRIMONIO → PATRIMONIO PÚBLICO,"EC026 , GOB005 , GOB009 , MC011 , MC072 , MC073",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD', 'PRIVATIZACIÓN DEL PATRIMONIO', 'PATRIMONIO PÚBLICO']"
B713EX,Balancing (-),7,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD → PRIVATIZACIÓN DEL PATRIMONIO → PATRIMONIO PÚBLICO → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB009 , MC011 , MC072 , MC073 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD', 'PRIVATIZACIÓN DEL PATRIMONIO', 'PATRIMONIO PÚBLICO', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
B714EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD → INFRAESTRUCTURAS DE TRANSPORTE PÚBLICO COLECTIVO → DESIGUALDADES EN MOVILIDAD → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , GOB009 , MC011 , MS006 , DES007 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD', 'INFRAESTRUCTURAS DE TRANSPORTE PÚBLICO COLECTIVO', 'DESIGUALDADES EN MOVILIDAD', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
B715EX,Balancing (-),5,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB009 , GOB004 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
R716EX,Reinforcing (+),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , GOB009 , GOB004 , EC030 , EC031 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
R717EX,Reinforcing (+),7,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , GOB009 , GOB006 , EC023 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
B718EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB009 , GOB006 , EC023 , EC044 , MC070 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
B719EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB009 , GOB006 , EC023 , EC044 , ECC002 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
B720EX,Balancing (-),7,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → COLABORACIÓN EFECTIVA → CONTROL DE LOS RESIDUOS DEPOSITADOS → EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB009 , GOB012 , ECC064 , ECC002 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'COLABORACIÓN EFECTIVA', 'CONTROL DE LOS RESIDUOS DEPOSITADOS', 'EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
R721EX,Reinforcing (+),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → COLABORACIÓN EFECTIVA → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , GOB009 , GOB012 , GOB006 , EC023 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'COLABORACIÓN EFECTIVA', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
B722EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → HÁBITOS DE CONSUMO RESPONSABLE DE AGUA → CONSUMO DE AGUA DOMÉSTICO → COSTE DEL ABASTECIMIENTO DOMÉSTICO,"EC026 , GOB005 , GOB009 , OD019 , OD015 , AG027 , AG004 , AG032",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'HÁBITOS DE CONSUMO RESPONSABLE DE AGUA', 'CONSUMO DE AGUA DOMÉSTICO', 'COSTE DEL ABASTECIMIENTO DOMÉSTICO']"
B723EX,Balancing (-),8,MANTENIMIENTO DE LOS EQUIPAMIENTOS E INFRAESTRUCTURAS → ZONAS URBANAS DEGRADADAS → REGENERACIÓN Y REHABILITACIÓN → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER ECONÓMICO → PROGRAMAS PARA MEJORA Y DESARROLLO DE INFRAESTRUCTURAS,"MC066 , MC056 , MC034 , MC070 , EC030 , EC031 , EC060 , EC011",,"['MANTENIMIENTO DE LOS EQUIPAMIENTOS E INFRAESTRUCTURAS', 'ZONAS URBANAS DEGRADADAS', 'REGENERACIÓN Y REHABILITACIÓN', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER ECONÓMICO', 'PROGRAMAS PARA MEJORA Y DESARROLLO DE INFRAESTRUCTURAS']"
B724EX,Balancing (-),3,ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS → DESIGUALDADES EDUCATIVAS → GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE,"DES031 , DES004 , EC046",,"['ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS', 'DESIGUALDADES EDUCATIVAS', 'GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE']"
B725EX,Balancing (-),7,ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS → DESIGUALDADES EDUCATIVAS → GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE → GASTO EN BIENES DE NECESIDAD SECUNDARIA → GASTO POR PERSONA → CAPACIDAD DE AHORRO E INVERSIÓN → POBLACIÓN EN SITUACIÓN ECONÓMICA VULNERABLE,"DES031 , DES004 , EC046 , EC117 , EC037 , EC028 , DES010",,"['ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS', 'DESIGUALDADES EDUCATIVAS', 'GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE', 'GASTO EN BIENES DE NECESIDAD SECUNDARIA', 'GASTO POR PERSONA', 'CAPACIDAD DE AHORRO E INVERSIÓN', 'POBLACIÓN EN SITUACIÓN ECONÓMICA VULNERABLE']"
B726EX,Balancing (-),7,ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS → DESIGUALDADES EDUCATIVAS → GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE → GASTO EN BIENES DE PRIMERA NECESIDAD → GASTO POR PERSONA → CAPACIDAD DE AHORRO E INVERSIÓN → POBLACIÓN EN SITUACIÓN ECONÓMICA VULNERABLE,"DES031 , DES004 , EC046 , EC116 , EC037 , EC028 , DES010",,"['ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS', 'DESIGUALDADES EDUCATIVAS', 'GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE', 'GASTO EN BIENES DE PRIMERA NECESIDAD', 'GASTO POR PERSONA', 'CAPACIDAD DE AHORRO E INVERSIÓN', 'POBLACIÓN EN SITUACIÓN ECONÓMICA VULNERABLE']"
B727EX,Balancing (-),6,ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS → DESIGUALDADES EDUCATIVAS → GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE → GASTO EN BIENES DE PRIMERA NECESIDAD → NIVEL DE ESFUERZO PARA CUBRIR LOS GASTOS EN BIENES DE PRIMERA NECESIDAD → POBLACIÓN EN SITUACIÓN ECONÓMICA VULNERABLE,"DES031 , DES004 , EC046 , EC116 , DES019 , DES010",,"['ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS', 'DESIGUALDADES EDUCATIVAS', 'GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE', 'GASTO EN BIENES DE PRIMERA NECESIDAD', 'NIVEL DE ESFUERZO PARA CUBRIR LOS GASTOS EN BIENES DE PRIMERA NECESIDAD', 'POBLACIÓN EN SITUACIÓN ECONÓMICA VULNERABLE']"
